cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime,Q,SOH
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.017038831,1.0750588,1.0753012,31.668844081576545,29.853098,34.307796,13.426056666666652,2.15036,100.0
3.0,0.017009802,1.0764499,1.0766124,31.72273993923145,29.857759,34.418705,13.341520000000006,2.1530623,100.12566733012147
4.0,0.016928403,1.0771132,1.0772982,31.74825823703707,30.133654,34.707664,13.425829999999982,2.1544114,100.18840566230769
5.0,0.016915262,1.0777587,1.0781505,31.77312162200526,29.960548,34.595493,13.426093333333364,2.1559092,100.25805911568295
6.0,0.016859178,1.0783504,1.078544,31.767231353211084,30.106787,34.626579,13.426250000000012,2.1568943999999997,100.3038747000502
7.0,0.016852375,1.0788049,1.0789695,31.712690634301303,29.848293,34.447521,13.42596333333331,2.1577744,100.34479808032144
8.0,0.016839281,1.0791525,1.07938,31.714302966549216,29.871897,34.310184,13.426071666666695,2.1585324999999997,100.38005264234823
9.0,0.016874602,1.0793617,1.0795895,31.673564417582405,29.99555,34.489933,13.341719999999986,2.1589511999999997,100.39952380066592
10.0,0.016867684,1.0795659,1.0797766,31.66595642236018,30.065199,34.358963,13.42640666666666,2.1593425,100.41772075373427
11.0,0.01688916,1.0797709,1.0800153,31.601958674796776,29.791494,34.46941,13.426091666666617,2.1597862,100.43835450808236
12.0,0.0168620745,1.0928036,1.0845895,31.63115669521174,29.695375,34.673786,13.341290000000056,2.1773931,101.25714299001099
13.0,0.016849255,1.0791099,1.0823009,31.590686027548127,29.823479,34.495018,13.426081666666626,2.1614107999999996,100.51390464852395
14.0,0.016842199,1.0804566,1.0819396,31.50268427650171,29.696899,34.43034,13.341535000000052,2.1623962,100.55972953365948
15.0,0.016924184,1.0809183,1.0818352,31.23530761461186,29.476723,33.824818,13.425685000000035,2.1627535,100.57634535612641
16.0,0.01685242,1.0812497,1.0819743,31.21625401203707,29.462755,33.771145,13.341183333333417,2.163224,100.59822541341914
17.0,0.01684615,1.0814323,1.0820032,31.225308760948984,29.322411,33.882912,13.3414916666666,2.1634355,100.6080609758366
18.0,0.016867276,1.0815635,1.0819749,31.30198845117529,29.410753,33.919044,13.34121166666664,2.1635384,100.61284622109787
19.0,0.016879793,1.081516,1.0818729,31.292833855847707,29.24111,34.371075,13.341374999999973,2.1633889,100.60589389683588
20.0,0.016865704,1.081542,1.0818582,31.356249729754325,29.244019,34.231895,13.34181166666652,2.1634002,100.60641939024163
21.0,0.016848492,1.0816178,1.0818721,31.27763019207056,29.339848,34.072666,13.341540000000046,2.1634899,100.61059078479882
22.0,0.016865563,1.0816784,1.0819227,31.348538161347484,29.400738,34.101273,13.425868333333346,2.1636011,100.6157620119422
23.0,0.016898695,1.0817027,1.0819179,31.359074997214464,29.510458,34.251583,13.425950000000013,2.1636206,100.6166688368459
24.0,0.016915269,1.0818021,1.0820436,31.37927710971213,29.569324,34.340435,13.341783333333296,2.1638457,100.62713685150393
25.0,0.016898235,1.0818515,1.0820177,31.388686044343963,29.556892,34.349102,13.425841666666626,2.1638691999999997,100.62822969177252
26.0,0.016927879,1.0819179,1.0820863,31.377908296,29.582666,34.200966,13.425928333333284,2.1640042,100.63450771033686
27.0,0.016943928,1.0819485,1.0821023,31.33365510332436,29.60033,34.081303,13.341041666666811,2.1640508,100.6366747893376
28.0,0.016916716,1.0818509,1.0820186,31.297650786425265,29.729218,33.98497,13.425700000000022,2.1638695,100.62824364292491
29.0,0.016921116,1.0818087,1.0819744,31.201734129148026,29.322596,33.94096,13.3412516666666,2.1637831,100.62422571104372
30.0,0.016912661,1.0818278,1.081928,31.16074336058129,29.487072,33.869808,13.341134999999973,2.1637557999999997,100.62295615617849
31.0,0.016881937,1.0818098,1.0819486,31.19230094712432,29.398109,33.97496,13.425588333333144,2.1637584,100.62307706616566
32.0,0.016897265,1.0817567,1.0819107,31.162734630952382,29.340395,33.819191,13.341533333333064,2.1636673999999996,100.61884521661486
33.0,0.016909005,1.0817947,1.081911,31.17611429835764,29.467905,33.953903,13.34148000000035,2.1637057000000004,100.62062631373354
34.0,0.016895171,1.0816904,1.0819156,31.19555849017863,29.459595,33.922104,13.341586666666748,2.163606,100.61598988076415
35.0,0.016911024,1.0817184,1.0819073,31.23459042543857,29.37406,34.248459,13.425790000000172,2.1636257,100.61690600643611
36.0,0.016910369,1.0816765,1.0818235,31.17703952777779,29.410753,34.155346,13.425944999999777,2.1635,100.61106047359512
37.0,0.016912961,1.0816363,1.0818033,31.191736043755697,29.277557,34.20961,13.425541666666684,2.1634396000000002,100.6082516415856
38.0,0.016940473,1.0815654,1.081722,31.22800655175514,29.457203,34.094833,13.426200000000245,2.1632873999999997,100.6011737569523
39.0,0.016946923,1.0816135,1.0817708,31.271295301971325,29.448704,34.010208,13.34153166666656,2.1633842999999997,100.60567997916627
40.0,0.016952233,1.0816038,1.0817635,31.191166256913505,29.520357,33.995495,13.425961666666748,2.1633673,100.60488941386558
41.0,0.016949521,1.0816664,1.0818429,31.164766139555613,29.464182,34.014168,13.341638333333442,2.1635093000000003,100.61149295931845
42.0,0.016895877,1.0816883,1.0818409,31.224820560688457,29.731627,34.013233,13.341494999999608,2.1635292,100.61241838575867
43.0,0.016905738,1.0816795,1.0818423,31.238675140414085,29.755728,33.943478,13.425850000000112,2.1635218,100.61207425733365
44.0,0.016932981,1.0817223,1.081903,31.259180281742395,29.705229,33.930916,13.425883333333577,2.1636253,100.61688740489964
45.0,0.016912622,1.0817709,1.0819272,31.28449066574329,29.654339,33.960567,13.425884999999834,2.1636981,100.62027288454026
46.0,0.016880551,1.08169,1.0817856,31.226266816163424,29.454004,34.086346,13.34145166666664,2.1634756,100.6099257798694
47.0,0.016879074,1.0816364,1.0818145,31.25448213035721,29.454102,34.068233,13.425543333333431,2.1634509,100.60877713499134
48.0,0.016909629,1.0817144,1.0818409,31.31911764637425,29.39904,34.234879,13.425786666666196,2.1635553,100.61363213601444
49.0,0.016876182,1.0816138,1.0818337,31.355046584699373,29.374508,34.234955,13.34118499999992,2.1634475,100.60861902193122
50.0,0.016904702,1.0816004,1.0817146,31.38417974090917,29.474007,34.193218,13.34124833333335,2.163315,100.60245726296992
51.0,0.016857531,1.0816257,1.0816857,31.40515379360741,29.572584,34.46772,13.341170000000178,2.1633114,100.60228984914154
52.0,0.016901439,1.081517,1.0816711,31.36163125045712,29.534273,34.16391,13.341290000000056,2.1631881,100.59655592551945
53.0,0.016891509,1.0815251,1.0816325,31.402170050359786,29.593946,34.221481,13.425843333333129,2.1631576,100.59513755836231
54.0,0.016926216,1.0814641,1.0816261,31.39984653791257,29.580233,34.371372,13.341343333333498,2.1630902,100.59200319946429
55.0,0.016950607,1.081424,1.0815685,31.346141706148263,29.784666,34.206394,13.34170499999988,2.1629924999999997,100.58745977417733
56.0,0.016979817,1.0814048,1.0815827,31.20297002511214,29.563534,34.070614,13.426034999999684,2.1629875,100.58722725497124
57.0,0.016967192,1.081444,1.0815943,31.15693874954793,29.522371,33.991791,13.341290000000056,2.1630383,100.58958965010511
58.0,0.01696337,1.0814956,1.0816603,31.17854760893344,29.461077,33.996372,13.341375000000214,2.1631559,100.59505850183226
59.0,0.016964218,1.0814593,1.0816344,31.13248260036663,29.383879,33.877354,13.341411666666682,2.1630937,100.59216596290854
60.0,0.016969085,1.0814712,1.0816207,31.15667933303085,29.451136,33.841465,13.425948333333263,2.1630919,100.59208225599434
61.0,0.016909301,1.0814768,1.0816126,31.203989215073506,29.586813,33.896496,13.341396666666451,2.1630893999999996,100.59196599639128
62.0,0.016891815,1.0813814,1.0815406,31.14145740540543,29.418325,33.917793,13.341408333333677,2.162922,100.58418125337153
63.0,0.016962446,1.0812911,1.0814815,31.25088740035747,29.5264,34.212688,13.426228333333468,2.1627726000000003,100.57723357949368
64.0,0.016881498,1.0815022,1.0816796,31.608897734360845,29.91873,34.578899,13.425778333333437,2.1631818000000003,100.59626295131979
65.0,0.016819354,1.0817006,1.0818805,31.87855310810813,30.194689,34.712265,13.425950000000013,2.1635811,100.61483193511785
66.0,0.016771834,1.0817672,1.0819483,31.981176979797976,30.28406,34.668377,13.341356666666494,2.1637155000000003,100.62108205137746
67.0,0.016764179,1.0817751,1.0819383,31.88985458770352,30.222246,34.52602,13.341771666666318,2.1637134,100.62098439331089
68.0,0.016888466,1.0812594,1.0814322,31.32762748795724,29.377666,34.259228,13.425724999999996,2.1626916,100.57346676835506
69.0,0.016951364,1.0811957,1.0813652,31.29232508377892,29.393511,34.253555,13.341211666666885,2.1625609,100.56738871630797
70.0,0.016963629,1.0811174,1.0812522,31.258835086995443,29.404446,34.192181,13.341249999999611,2.1623696,100.5584925314831
71.0,0.016980968,1.0810953,1.081252,31.275820233636377,29.68821,34.292549,13.42593666666653,2.1623473000000004,100.55745549582397
72.0,0.016992092,1.0811657,1.0813366,31.30609750044838,29.625105,34.197147,13.341274999999827,2.1625023,100.56466359121264
73.0,0.016982848,1.0811825,1.0813701,31.249872259225864,29.565302,34.052925,13.341623333333215,2.1625525999999997,100.56700273442584
74.0,0.016965216,1.0811678,1.0813349,31.28820307065213,29.717154,34.072136,13.34143833333316,2.1625027,100.56468219274912
75.0,0.016950797,1.0811778,1.0813159,31.30729238342441,29.727781,34.064602,13.426041666666666,2.1624937,100.56426365817816
76.0,0.016937127,1.0811734,1.0813411,31.29272103954308,29.692469,34.008369,13.341328333333756,2.1625145,100.56523093807547
77.0,0.016937273,1.0811173,1.0812777,31.289667142595945,29.644388,34.022484,13.34137000000046,2.162395,100.55967372905002
78.0,0.016918775,1.0810434,1.0812092,31.25665465008884,29.484774,33.969852,13.341356666666494,2.1622526,100.55305158206068
79.0,0.016924514,1.0810119,1.0811901,31.282395071301263,29.436567,34.077679,13.425688333333044,2.1622019999999997,100.55069848769507
80.0,0.016882004,1.0809337,1.0811335,31.272047033717843,29.395624,34.034809,13.425800000000162,2.1620672,100.544429769899
81.0,0.016927382,1.0808769,1.0810794,31.25614824175815,29.247826,34.14542,13.34132666666701,2.1619563,100.53927249390799
82.0,0.016954696,1.0808638,1.0810466,31.23035526985561,29.320133,34.149139,13.341178333333422,2.1619104,100.53713796759611
83.0,0.016951768,1.0808123,1.0809687,31.232248993619027,29.230637,34.183319,13.425575000000148,2.161781,100.5311203705426
84.0,0.016952971,1.080748,1.0809135,31.20600691874421,29.309704,34.1488,13.425679999999314,2.1616615,100.52556316151716
85.0,0.016966693,1.0807338,1.0809121,31.211181404936028,29.306044,34.12175,13.341568333333514,2.1616459,100.52483770159415
86.0,0.016984336,1.0806992,1.0808662,31.182135271324857,29.428347,34.157173,13.341714999999386,2.1615653999999997,100.52109414237616
87.0,0.017003521,1.0806944,1.0808834,31.2325196184562,29.480089,34.241608,13.341201666666894,2.1615778,100.52167079000725
88.0,0.017008573,1.080691,1.080853,31.180186619872355,29.607258,34.10812,13.341209999999652,2.161544,100.52009896017411
89.0,0.017003899,1.0807706,1.0809195,31.181272538742096,29.496494,34.023392,13.341129999999731,2.1616901,100.52689317137595
90.0,0.016982157,1.0807741,1.0809104,31.19905274730218,29.611589,34.020374,13.341328333333756,2.1616845,100.52663274986513
91.0,0.017003784,1.0807695,1.0809323,31.13429900978652,29.469936,33.981033,13.341216666666636,2.1617018,100.52743726631819
92.0,0.016996834,1.0808209,1.0810022,31.15717133124994,29.502148,33.960358,13.34119499999991,2.1618231,100.53307818225785
93.0,0.016950423,1.0807389,1.0809057,31.169680884955763,29.427176,34.018948,13.341238333333362,2.1616446,100.52477724660056
94.0,0.016947499,1.0807458,1.0809215,31.208924124206693,29.552183,34.012394,13.341381666666711,2.1616673000000004,100.52583288379621
95.0,0.016941568,1.0807278,1.0809017,31.209248749323773,29.380116,34.157173,13.341411666666197,2.1616295,100.5240750385982
96.0,0.01692787,1.0806499,1.0808159,31.203923065158484,29.319151,34.067059,13.34128666666608,2.1614658,100.51646235979092
97.0,0.01696872,1.0806093,1.0807959,31.238187341113203,29.33382,34.137272,13.341903333332931,2.1614052,100.51364422701315
98.0,0.016966604,1.0805007,1.0806749,31.232645904761974,29.395128,34.17424,13.34186500000069,2.1611756,100.50296694506966
99.0,0.016996525,1.0804464,1.0806487,31.191530845248835,29.413698,34.137924,13.341535000000537,2.1610951,100.49922338585166
100.0,0.01699684,1.0804451,1.0806297,31.189857242424225,29.427116,34.151352,13.341823333333014,2.1610747999999997,100.49827935787494
101.0,0.017004933,1.0804007,1.0806502,31.209054291092706,29.391817,34.060535,13.34127833333332,2.1610509,100.49716791606988
102.0,0.01700424,1.0804442,1.0806355,31.21372200628929,29.447643,34.162807,13.425711666666514,2.1610797,100.49850722669693
103.0,0.016995521,1.080496,1.080663,31.21082924820145,29.427999,34.191628,13.425748333332985,2.1611589999999996,100.50219498130544
104.0,0.016980441,1.0804956,1.0806745,31.2539932962298,29.589451,34.180866,13.425816666666652,2.1611700999999996,100.50271117394296
105.0,0.016990952,1.0805568,1.0807188,31.264494016979526,29.551323,34.101929,13.341396666666451,2.1612756,100.5076173291914
106.0,0.016940841,1.080487,1.0806472,31.2798110417044,29.531227,34.096714,13.341465000000122,2.1611342000000002,100.50104168604328
107.0,0.016971387,1.0804025,1.0805749,31.265836,29.535793,34.104321,13.42586500000034,2.1609774,100.4937498837404
108.0,0.016966596,1.0803626,1.0805452,31.2499010610961,29.319498,34.124744,13.341448333333634,2.1609078,100.49051321639166
109.0,0.016970169,1.0803325,1.0805323,31.24389354357592,29.285587,34.280148,13.341301666666793,2.1608647999999997,100.4885135512193
